Title,Href,Rating,Stock,Price,Category,Count
"Mother, Can You Not?",https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html,5,Instock,$16.89,Nonfiction,11
M Train,https://books.toscrape.com/catalogue/m-train_598/index.html,1,Instock,$27.18,Autobiography,11
Lilac Girls,https://books.toscrape.com/catalogue/lilac-girls_597/index.html,2,Instock,$17.28,Historical Fiction,11
Lies and Other Acts ...,https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html,1,Instock,$45.14,Fiction,11
Lab Girl,https://books.toscrape.com/catalogue/lab-girl_595/index.html,1,Instock,$40.85,Autobiography,11
Keep Me Posted,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html,4,Instock,$20.46,Womens Fiction,11
It Didn't Start with ...,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,3,Instock,$56.27,Psychology,11
Grey,https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html,4,Instock,$48.49,Womens Fiction,11
"Exit, Pursued by a ...",https://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html,4,Instock,$51.34,Young Adult,11
Daredevils,https://books.toscrape.com/catalogue/daredevils_590/index.html,3,Instock,$16.34,Fiction,11
Cravings,https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html,3,Instock,$20.50,Food And Drink,11
Born for This,https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,5,Instock,$21.59,Business,11
Arena,https://books.toscrape.com/catalogue/arena_587/index.html,4,Instock,$21.36,Science Fiction,11
Adultery,https://books.toscrape.com/catalogue/adultery_586/index.html,5,Instock,$20.88,Default,11
A Mother's Reckoning,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,3,Instock,$19.53,Nonfiction,11
A Gentleman's Position,https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html,5,Instock,$14.75,Romance,11
11/22/63,https://books.toscrape.com/catalogue/112263_583/index.html,3,Instock,$48.48,Fiction,11
10% Happier,https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,2,Instock,$24.57,Nonfiction,10
10-Day Green Smoothie Cleanse,https://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,5,Instock,$49.71,Health,10
Without Shame,https://books.toscrape.com/catalogue/without-shame_580/index.html,5,Instock,$48.27,Add A Comment,9
Watchmen,https://books.toscrape.com/catalogue/watchmen_579/index.html,4,Instock,$58.05,Add A Comment,9
Unlimited Intuition Now,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html,4,Instock,$58.87,Default,9
Underlying Notes,https://books.toscrape.com/catalogue/underlying-notes_577/index.html,2,Instock,$11.82,Default,9
The Shack,https://books.toscrape.com/catalogue/the-shack_576/index.html,1,Instock,$28.03,Fiction,9
The New Brand You,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,5,Instock,$44.05,Default,9
The Moosewood Cookbook,https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,4,Instock,$12.34,Food And Drink,9
The Flowers Lied,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html,2,Instock,$16.68,Default,9
The Fabric of the ...,https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,1,Instock,$55.91,Science,9
The Book of Mormon,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,3,Instock,$24.57,Religion,9
The Art and Science ...,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html,5,Instock,$52.98,Health,9
The Alien Club,https://books.toscrape.com/catalogue/the-alien-club_569/index.html,1,Instock,$54.40,Young Adult,9
Suzie Snowflake,https://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,5,Instock,$54.81,Novels,9
Nap-a-Roo,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html,1,Instock,$25.08,Childrens,9
NaNo What Now? Finding ...,https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,4,Instock,$10.41,Default,9
Modern Day Fables,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html,2,Instock,$47.44,Default,9
If I Gave You ...,https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,1,Instock,$20.91,Spirituality,9
"Fruits Basket, Vol. 9 ...",https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html,4,Instock,$33.95,Sequential Art,9
Dress Your Family in ...,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html,3,Instock,$43.68,Humor,9
Don't Forget Steven,https://books.toscrape.com/catalogue/dont-forget-steven_561/index.html,1,Instock,$33.23,Young Adult,9
Chernobyl 01,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,2,Instock,$35.92,Nonfiction,9
Art and Fear,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,4,Instock,$48.63,Art,9
A Shard of Ice ...,https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html,3,Instock,$56.63,Fantasy,9
A Hero's Curse,https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html,3,Instock,$50.49,Add A Comment,9
23 Degrees South,https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,2,Instock,$35.79,Add A Comment,9
Zero to One,https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,3,Instock,$34.06,Nonfiction,8
Why Not Me?,https://books.toscrape.com/catalogue/why-not-me_554/index.html,1,Instock,$17.76,Nonfiction,8
When Breath Becomes Air,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html,2,Instock,$39.36,Nonfiction,8
Vagabonding,https://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,2,Instock,$36.94,Travel,8
The Unlikely Pilgrimage of ...,https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,5,Instock,$43.62,Default,8
The New Drawing on ...,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,3,Instock,$43.02,Art,8
The Midnight Assassin,https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,4,Instock,$28.45,Nonfiction,8
The Martian,https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html,2,Instock,$41.39,Default,8
The High Mountains of ...,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html,1,Instock,$51.15,Fiction,8
The Grownup,https://books.toscrape.com/catalogue/the-grownup_546/index.html,1,Instock,$35.88,Short Stories,8
The E-Myth Revisited,https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,1,Instock,$36.91,Business,8
South of Sunshine,https://books.toscrape.com/catalogue/south-of-sunshine_544/index.html,1,Instock,$28.93,Young Adult,8
Smarter Faster Better,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,5,Instock,$38.89,Nonfiction,8
Silence in the Dark ...,https://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html,3,Instock,$58.33,Suspense,8
Shadows of the Past ...,https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html,5,Instock,$39.67,Christian Fiction,8
Roller Girl,https://books.toscrape.com/catalogue/roller-girl_540/index.html,5,Instock,$14.10,Sequential Art,8
Rising Strong,https://books.toscrape.com/catalogue/rising-strong_539/index.html,3,Instock,$21.82,Nonfiction,8
Proofs of God,https://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,1,Instock,$54.21,Philosophy,8
Please Kill Me,https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,4,Instock,$31.19,Music,8
Out of Print,https://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html,5,Instock,$53.64,Poetry,8
My Life Next Door ...,https://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html,5,Instock,$36.39,Young Adult,8
Miller's Valley,https://books.toscrape.com/catalogue/millers-valley_534/index.html,2,Instock,$58.54,Fiction,8
Man's Search for Meaning,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html,3,Instock,$29.48,Nonfiction,8
Love That Boy,https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,2,Instock,$25.06,Nonfiction,8
Living Forward,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,3,Instock,$12.55,Nonfiction,8
Les Fleurs du Mal,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html,5,Instock,$29.04,Poetry,8
Left Behind,https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html,2,Instock,$40.72,Default,8
Kill 'Em and Leave,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,5,Instock,$45.05,Music,8
Kierkegaard,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html,1,Instock,$47.13,Philosophy,8
John Vassos,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html,4,Instock,$20.22,Default,8
I'll Give You the ...,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html,1,Instock,$56.48,Default,8
I Will Find You,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html,1,Instock,$44.21,Nonfiction,8
Hystopia,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html,4,Instock,$21.96,Fiction,8
Howl and Other Poems,https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html,2,Instock,$40.45,Poetry,8
History of Beauty,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html,4,Instock,$10.29,Art,8
Heaven is for Real,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,2,Instock,$52.86,Default,8
Future Shock,https://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html,5,Instock,$55.65,Young Adult,8
Ender's Game,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html,1,Instock,$43.64,Default,8
Diary of a Citizen ...,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,1,Instock,$28.41,Science,8
Death by Leisure,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html,4,Instock,$37.51,Default,8
Brilliant Beacons,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,3,Instock,$11.45,History,8
Brazen,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,2,Instock,$19.22,Nonfiction,8
Between the World and ...,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html,4,Instock,$56.91,Nonfiction,8
Being Mortal,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,4,Instock,$55.06,Nonfiction,8
A Murder Over a ...,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,3,Instock,$13.20,Nonfiction,8
32 Yolks,https://books.toscrape.com/catalogue/32-yolks_510/index.html,2,Instock,$53.63,Food And Drink,8
"""Most Blessed of the ...",https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,5,Instock,$44.48,History,8
You Are a Badass,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,3,Instock,$12.08,Self Help,7
Wildlife of New York,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,2,Instock,$22.14,Default,7
What Happened on Beale ...,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,5,Instock,$25.37,Mystery,7
Unreasonable Hope,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,2,Instock,$46.33,Spirituality,7
Under the Tuscan Sun,https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html,3,Instock,$37.33,Travel,7
Toddlers Are A**holes,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html,1,Instock,$25.55,Humor,7
The Year of Living ...,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,1,Instock,$34.72,Default,7
The Whale,https://books.toscrape.com/catalogue/the-whale_501/index.html,4,Instock,$35.96,Childrens,7
The Story of Art,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html,4,Instock,$41.14,Art,7
The Origin of Species,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html,4,Instock,$10.01,Science,7
The Great Gatsby,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html,4,Instock,$36.05,Default,7
The Good Girl,https://books.toscrape.com/catalogue/the-good-girl_497/index.html,3,Instock,$49.03,Default,7
The Glass Castle,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html,1,Instock,$16.24,Add A Comment,7
The Faith of Christopher ...,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,1,Instock,$39.55,Biography,7
The Drowning Girls,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html,3,Instock,$35.67,Add A Comment,7
The Constant Princess,https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html,3,Instock,$16.62,Historical Fiction,7
The Bourne Identity,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html,4,Instock,$42.78,Fiction,7
The Bachelor Girl's Guide ...,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,5,Instock,$52.30,Mystery,7
The Art Book,https://books.toscrape.com/catalogue/the-art-book_490/index.html,2,Instock,$32.34,Art,7
The 7 Habits of ...,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,4,Instock,$33.17,Default,7
Team of Rivals,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,5,Instock,$20.12,Add A Comment,7
Steal Like an Artist,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,2,Instock,$20.90,Default,7
"Sit, Stay, Love",https://books.toscrape.com/catalogue/sit-stay-love_486/index.html,3,Instock,$20.90,Romance,7
Sister Dear,https://books.toscrape.com/catalogue/sister-dear_485/index.html,4,Instock,$40.20,Fiction,7
Shrunken Treasures,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,3,Instock,$52.87,Childrens,7
"Rich Dad, Poor Dad",https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html,1,Instock,$51.74,Business,7
Raymie Nightingale,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,2,Instock,$34.41,Childrens,7
Playing from the Heart,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,1,Instock,$32.38,Childrens,7
Nightstruck,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html,4,Instock,$50.35,Young Adult,7
Naturally Lean,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,5,Instock,$11.38,Food And Drink,7
Meternity,https://books.toscrape.com/catalogue/meternity_478/index.html,3,Instock,$43.58,Womens Fiction,7
Memoirs of a Geisha,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html,3,Instock,$49.67,Fiction,7
Like Never Before,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html,2,Instock,$28.77,Christian Fiction,7
Life of Pi,https://books.toscrape.com/catalogue/life-of-pi_475/index.html,4,Instock,$13.22,Default,7
Leave This Song Behind,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,5,Instock,$51.17,Poetry,7
King's Folly,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html,5,Instock,$39.61,Fantasy,7
John Adams,https://books.toscrape.com/catalogue/john-adams_472/index.html,4,Instock,$57.43,Add A Comment,7
How to Cook Everything ...,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,4,Instock,$46.01,Food And Drink,7
How to Be a ...,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,2,Instock,$28.25,Food And Drink,7
Good in Bed,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html,5,Instock,$37.05,Add A Comment,7
"Fruits Basket, Vol. 7 ...",https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html,1,Instock,$19.57,Sequential Art,7
For the Love,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,3,Instock,$45.13,Nonfiction,7
Finding God in the ...,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,2,Instock,$46.64,Nonfiction,7
Every Heart a Doorway ...,https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,5,Instock,$12.16,Fantasy,7
Delivering the Truth,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,4,Instock,$20.89,Mystery,7
Counted With the Stars ...,https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html,5,Instock,$17.97,Christian Fiction,7
"Chronicles, Vol. 1",https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html,2,Instock,$52.60,Music,7
Blue Like Jazz,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,1,Instock,$25.77,Christian,7
Benjamin Franklin,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html,3,Instock,$48.19,Biography,7
At The Existentialist Caf̩,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,5,Instock,$29.93,Philosophy,7
A Summer In Europe,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html,2,Instock,$44.34,Travel,7
A Short History of ...,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html,5,Instock,$52.40,History,7
A Gathering of Shadows ...,https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html,4,Instock,$44.81,Fantasy,7
The Sound Of Love,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html,5,Instock,$57.84,Default,6
The Rise and Fall ...,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,2,Instock,$39.67,History,6
The Perks of Being ...,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html,3,Instock,$55.02,Default,6
The Mysterious Affair at ...,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,4,Instock,$24.80,Mystery,6
The Man Who Mistook ...,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,4,Instock,$59.45,Nonfiction,6
The Makings of a ...,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html,2,Instock,$31.58,Default,6
The Joy of Cooking,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html,4,Instock,$43.27,Add A Comment,6
The Invention of Wings,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html,1,Instock,$37.34,Historical Fiction,6
The Hobbit,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html,5,Instock,$17.80,Default,6
The Great Railway Bazaar,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html,1,Instock,$30.54,Travel,6
The Golden Compass,https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html,1,Instock,$18.77,Add A Comment,6
The God Delusion,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html,3,Instock,$46.85,Add A Comment,6
The Girl You Left ...,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,1,Instock,$15.79,Historical,6
The Fellowship of the ...,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,2,Instock,$10.27,Default,6
The Collected Poems of ...,https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,5,Instock,$15.42,Poetry,6
The Barefoot Contessa Cookbook,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html,5,Instock,$59.92,Food And Drink,6
Tell the Wolves I'm ...,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html,2,Instock,$50.96,Young Adult,6
Ship Leaves Harbor,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,3,Instock,$30.60,Default,6
Pride and Prejudice,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html,4,Instock,$19.27,Add A Comment,6
Musicophilia,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html,1,Instock,$46.58,Default,6
Mere Christianity,https://books.toscrape.com/catalogue/mere-christianity_435/index.html,3,Instock,$48.51,Add A Comment,6
Me Before You,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,1,Instock,$19.02,Fiction,6
In the Woods,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html,2,Instock,$38.38,Mystery,6
In Cold Blood,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html,4,Instock,$49.98,Nonfiction,6
How to Stop Worrying ...,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html,5,Instock,$46.49,Self Help,6
Give It Back,https://books.toscrape.com/catalogue/give-it-back_430/index.html,2,Instock,$18.32,Thriller,6
"Girl, Interrupted",https://books.toscrape.com/catalogue/girl-interrupted_429/index.html,3,Instock,$42.14,Nonfiction,6
Fun Home,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html,4,Instock,$56.59,Add A Comment,6
"Fruits Basket, Vol. 6 ...",https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html,4,Instock,$20.96,Sequential Art,6
Deception Point,https://books.toscrape.com/catalogue/deception-point_426/index.html,4,Instock,$40.32,Fiction,6
"Death Note, Vol. 6",https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html,3,Instock,$36.39,Sequential Art,6
Catherine the Great,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html,4,Instock,$58.55,History,6
Better Homes and Gardens ...,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html,3,Instock,$39.61,Food And Drink,6
An Unquiet Mind,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,3,Instock,$21.30,Psychology,6
A Year in Provence ...,https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html,4,Instock,$56.88,Travel,6
World Without End,https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html,4,Instock,$32.97,Historical Fiction,5
"Will Grayson, Will Grayson ...",https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,4,Instock,$47.31,Young Adult,5
Why Save the Bankers?,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,2,Instock,$48.67,Nonfiction,5
Where She Went,https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html,4,Instock,$41.73,Young Adult,5
What If?,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,4,Instock,$53.68,Default,5
Two Summers,https://books.toscrape.com/catalogue/two-summers_415/index.html,1,Instock,$14.64,Young Adult,5
This Is Your Brain ...,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,1,Instock,$38.40,Music,5
The Secret Garden,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html,4,Instock,$15.08,Classics,5
The Raven King,https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html,2,Instock,$30.57,Add A Comment,5
The Raven Boys,https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html,4,Instock,$57.74,Fantasy,5
The Power Greens Cookbook,https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,5,Instock,$11.05,Food And Drink,5
The Metamorphosis,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html,1,Instock,$28.58,Classics,5
The Mathews Men,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,5,Instock,$42.91,History,5
The Little Paris Bookshop,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html,3,Instock,$24.73,Fiction,5
The Hiding Place,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html,4,Instock,$55.91,History,5
The Grand Design,https://books.toscrape.com/catalogue/the-grand-design_405/index.html,3,Instock,$13.76,Science,5
The Firm,https://books.toscrape.com/catalogue/the-firm_404/index.html,3,Instock,$45.56,Fiction,5
The Fault in Our ...,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html,1,Instock,$47.22,Default,5
The False Prince,https://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html,5,Instock,$56.00,Fantasy,5
The Expatriates,https://books.toscrape.com/catalogue/the-expatriates_401/index.html,2,Instock,$44.58,Fiction,5
The Dream Thieves,https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html,1,Instock,$34.50,Default,5
The Darkest Corners,https://books.toscrape.com/catalogue/the-darkest-corners_399/index.html,5,Instock,$11.33,Young Adult,5
The Crossover,https://books.toscrape.com/catalogue/the-crossover_398/index.html,4,Instock,$38.77,Poetry,5
The 5th Wave,https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html,2,Instock,$11.83,Default,5
Tell the Wind and ...,https://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html,3,Instock,$45.51,Fantasy,5
Tell Me Three Things,https://books.toscrape.com/catalogue/tell-me-three-things_395/index.html,1,Instock,$41.81,Young Adult,5
